"type","Settled_Time","Market_Title","Result","Profit_In_Dollars","Yes_Contracts_Owned","Yes_Contracts_Average_Price_In_Cents","No_Contracts_Owned","No_Contracts_Average_Price_In_Cents","Status","Amount_In_Dollars","Market_Id","Original_Date","Filled","Canceled_By_You","Canceled_By_NSF","Canceled_By_Closing","Original_Placed","Remaining","Price_In_Cents","Fee_In_Dollars","Traded_Time","Direction","Deposit_Type","Last_Updated"
"Settlement","2024-03-20T12:00:59.351508Z","Will the **high temp in NYC** be >52° on Mar 19 2024?","no","1.00","0","0.00","1","1.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-20T12:00:50.310654Z","Will the high temp in Chicago be 57-58° on Mar 19 2024?","no","82.00","0","0.00","82","70.00","","","","","","","","","","","","","","","",""
"Deposit","","","","","","","","","Applied","100","","26 February 2024 at 22:46:13 GMT-5","","","","","","","","0","","","ach","26 February 2024 at 22:46:14 GMT-5"
"Deposit","","","","","","","","","Applied","100","","26 February 2024 at 22:45:53 GMT-5","","","","","","","","0","","","ach","26 February 2024 at 22:45:54 GMT-5"
"Deposit","","","","","","","","","Applied","100","","26 February 2024 at 22:45:04 GMT-5","","","","","","","","0","","","ach","26 February 2024 at 22:45:05 GMT-5"
"Deposit","","","","","","","","","Applied","100","","26 February 2024 at 22:45:00 GMT-5","","","","","","","","0","","","ach","26 February 2024 at 22:45:01 GMT-5"
"Deposit","","","","","","","","","Applied","100","","26 February 2024 at 22:44:56 GMT-5","","","","","","","","0","","","ach","26 February 2024 at 22:44:57 GMT-5"
"Deposit","","","","","","","","","Applied","150","","26 February 2024 at 13:14:06 GMT-5","","","","","","","","0","","","ach","26 February 2024 at 13:14:07 GMT-5"
"Deposit","","","","","","","","","Applied","100","","26 February 2024 at 13:12:39 GMT-5","","","","","","","","0","","","ach","26 February 2024 at 13:12:40 GMT-5"
"Deposit","","","","","","","","","Applied","100","","26 February 2024 at 13:12:16 GMT-5","","","","","","","","0","","","ach","26 February 2024 at 13:12:18 GMT-5"
"Deposit","","","","","","","","","Applied","100","","26 February 2024 at 13:10:25 GMT-5","","","","","","","","0","","","ach","26 February 2024 at 13:10:26 GMT-5"
"Trade","","Will the **high temp in NYC** be <51° on Mar 28 2024?","","","","","","","","1","e2c913e9-6f40-444f-83e9-1a638ab18d59","28 Mar 2024","","","","","","","50","0.00","Mar 28, 2024 at 10:24AM EDT","Yes","",""
"Trade","","Will the **high temp in NYC** be <51° on Mar 28 2024?","","","","","","","","1","e2c913e9-6f40-444f-83e9-1a638ab18d59","28 Mar 2024","","","","","","","50","0.00","Mar 28, 2024 at 10:15AM EDT","Yes","",""
"Trade","","Will the **high temp in Austin** be 77-78° on Mar 28 2024?","","","","","","","","10","4df404ba-ee8e-4f37-a044-d613e4b7c53c","28 Mar 2024","","","","","","","1","0.01","Mar 28, 2024 at 10:05AM EDT","Yes","",""
"Trade","","Will the high temp in Chicago be 52-53° on Mar 28 2024?","","","","","","","","10","57ea25a7-cbc7-4bb5-9376-40c65b83ebd1","28 Mar 2024","","","","","","","1","0.01","Mar 28, 2024 at 10:05AM EDT","Yes","",""
"Trade","","Will the **high temp in NYC** be <52° on Mar 27 2024?","","","","","","","","10","8ba1a2f9-192f-4a46-8a2b-86cc63c11357","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 10:49PM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be 84-85° on Mar 27 2024?","","","","","","","","1","48e3ca38-94ad-45af-8bc7-521e5093b3be","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 10:48PM EDT","Yes","",""
"Trade","","Will the high temp in Chicago be >46° on Mar 27 2024?","","","","","","","","1","ae2f0f9d-f605-4757-9505-6eb3fe2174e2","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 3:29PM EDT","Yes","",""
"Trade","","Will the high temp in Chicago be >46° on Mar 27 2024?","","","","","","","","1","ae2f0f9d-f605-4757-9505-6eb3fe2174e2","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 3:22PM EDT","Yes","",""
"Trade","","Will the high temp in Chicago be >46° on Mar 27 2024?","","","","","","","","1","ae2f0f9d-f605-4757-9505-6eb3fe2174e2","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 3:16PM EDT","Yes","",""
"Trade","","Will the high temp in Chicago be >46° on Mar 27 2024?","","","","","","","","1","ae2f0f9d-f605-4757-9505-6eb3fe2174e2","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 3:09PM EDT","Yes","",""
"Trade","","Will the high temp in Chicago be >46° on Mar 27 2024?","","","","","","","","1","ae2f0f9d-f605-4757-9505-6eb3fe2174e2","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 3:03PM EDT","Yes","",""
"Trade","","Will the high temp in Chicago be >46° on Mar 27 2024?","","","","","","","","1","ae2f0f9d-f605-4757-9505-6eb3fe2174e2","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 2:56PM EDT","Yes","",""
"Trade","","Will the high temp in Chicago be >46° on Mar 27 2024?","","","","","","","","1","ae2f0f9d-f605-4757-9505-6eb3fe2174e2","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 2:49PM EDT","Yes","",""
"Trade","","Will the high temp in Chicago be >46° on Mar 27 2024?","","","","","","","","1","ae2f0f9d-f605-4757-9505-6eb3fe2174e2","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 2:42PM EDT","Yes","",""
"Trade","","Will the high temp in Chicago be >46° on Mar 27 2024?","","","","","","","","1","ae2f0f9d-f605-4757-9505-6eb3fe2174e2","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 2:35PM EDT","Yes","",""
"Trade","","Will the high temp in Chicago be >46° on Mar 27 2024?","","","","","","","","1","ae2f0f9d-f605-4757-9505-6eb3fe2174e2","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 2:28PM EDT","Yes","",""
"Trade","","Will the **high temp in Austin** be <68° on Mar 27 2024?","","","","","","","","1","32fd0494-fc98-48aa-99d0-d2cf2325296a","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 12:34PM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be 84-85° on Mar 27 2024?","","","","","","","","1","48e3ca38-94ad-45af-8bc7-521e5093b3be","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 10:29AM EDT","Yes","",""
"Trade","","Will the **high temp in Austin** be <68° on Mar 27 2024?","","","","","","","","1","32fd0494-fc98-48aa-99d0-d2cf2325296a","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 10:29AM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be 84-85° on Mar 27 2024?","","","","","","","","1","48e3ca38-94ad-45af-8bc7-521e5093b3be","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 10:24AM EDT","Yes","",""
"Order","","Will the **high temp in Miami** be <76° on Mar 26 2024?","","","","","","","Filled ","","0284f21b-a27d-460b-80b2-ba3ec9acc745","26 Mar 2024","10","0","0","0","10","0","","","","","",""
"Order","","Will the **high temp in Miami** be <76° on Mar 26 2024?","","","","","","","Filled ","","0284f21b-a27d-460b-80b2-ba3ec9acc745","26 Mar 2024","10","0","0","0","10","0","","","","","",""
"Order","","Will the **high temp in Miami** be <76° on Mar 26 2024?","","","","","","","Filled ","","0284f21b-a27d-460b-80b2-ba3ec9acc745","26 Mar 2024","10","0","0","0","10","0","","","","","",""
"Order","","Will the **high temp in Miami** be <76° on Mar 26 2024?","","","","","","","Filled ","","0284f21b-a27d-460b-80b2-ba3ec9acc745","26 Mar 2024","10","0","0","0","10","0","","","","","",""
"Order","","Will the **high temp in NYC** be <46° on Mar 26 2024?","","","","","","","Filled ","","c9d187f7-341f-480b-a7e7-23e91efd6bcb","26 Mar 2024","10","0","0","0","10","0","","","","","",""
"Order","","Will the **high temp in Miami** be >83° on Mar 26 2024?","","","","","","","Filled ","","4c6659cd-2844-4983-82fb-cf1ac400468f","26 Mar 2024","10","0","0","0","10","0","","","","","",""
"Order","","Will the **high temp in NYC** be <46° on Mar 26 2024?","","","","","","","Filled ","","c9d187f7-341f-480b-a7e7-23e91efd6bcb","26 Mar 2024","10","0","0","0","10","0","","","","","",""
"Order","","Will the high temp in Chicago be >59° on Mar 26 2024?","","","","","","","Filled ","","66da4f73-1511-4cc0-b149-53bf016a8270","26 Mar 2024","10","0","0","0","10","0","","","","","",""
"Order","","Will the **high temp in NYC** be <46° on Mar 26 2024?","","","","","","","Filled ","","c9d187f7-341f-480b-a7e7-23e91efd6bcb","26 Mar 2024","10","0","0","0","10","0","","","","","",""
"Order","","Will the **high temp in Miami** be >83° on Mar 26 2024?","","","","","","","Filled ","","4c6659cd-2844-4983-82fb-cf1ac400468f","26 Mar 2024","10","0","0","0","10","0","","","","","",""
"Order","","Will the **high temp in NYC** be <46° on Mar 26 2024?","","","","","","","Filled ","","c9d187f7-341f-480b-a7e7-23e91efd6bcb","26 Mar 2024","10","0","0","0","10","0","","","","","",""
"Order","","Will the **high temp in Miami** be 76-77° on Mar 26 2024?","","","","","","","Filled ","","84d872de-080a-4e4b-9bdb-b5c64b54354e","26 Mar 2024","10","0","0","0","10","0","","","","","",""
"Order","","Will the **high temp in Miami** be <76° on Mar 26 2024?","","","","","","","Filled ","","0284f21b-a27d-460b-80b2-ba3ec9acc745","26 Mar 2024","10","0","0","0","10","0","","","","","",""
"Order","","Will the **high temp in Austin** be >70° on Mar 26 2024?","","","","","","","Canceled ","","c5c47b3e-1a8c-42c9-aa3c-2ce21b754dc8","26 Mar 2024","0","0","100","0","100","0","","","","","",""
"Order","","Will the **high temp in Miami** be <76° on Mar 26 2024?","","","","","","","Filled ","","0284f21b-a27d-460b-80b2-ba3ec9acc745","26 Mar 2024","109","0","0","0","109","0","","","","","",""
"Order","","Will the high temp in Chicago be >59° on Mar 26 2024?","","","","","","","Filled ","","66da4f73-1511-4cc0-b149-53bf016a8270","26 Mar 2024","86","0","0","0","86","0","","","","","",""
"Order","","Will the **high temp in NYC** be 50-51° on Mar 26 2024?","","","","","","","Filled ","","294b77f5-eab5-4225-a178-9dac634ba82a","26 Mar 2024","111","0","0","0","111","0","","","","","",""
"Order","","Will the **high temp in Austin** be >79° on Mar 25 2024?","","","","","","","Filled ","","5edf0609-60d4-4720-95a2-1cb9d6ce1c18","25 Mar 2024","1,000","0","0","0","1,000","0","","","","","",""
"Order","","Will the **high temp in Miami** be 78-79° on Mar 25 2024?","","","","","","","Filled ","","56e5aac6-4395-46b7-a255-233562166fde","25 Mar 2024","1","0","0","0","1","0","","","","","",""
"Order","","Will the high temp in Chicago be >63° on Mar 25 2024?","","","","","","","Filled ","","60e31762-9b5a-439d-aca1-482843d9efea","25 Mar 2024","110","0","0","0","110","0","","","","","",""
"Settlement","2024-03-16T12:01:22.42037Z","Will the **high temp in Miami** be >84° on Mar 15 2024?","no","10.00","0","0.00","10","15.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-16T12:01:14.426085Z","Will the **high temp in Austin** be 77-78° on Mar 15 2024?","no","0.00","10","20.00","0","0.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-16T12:01:06.486098Z","Will the **high temp in NYC** be >67° on Mar 15 2024?","yes","10.00","10","20.00","0","0.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-16T12:00:58.450755Z","Will the high temp in Chicago be 48-49° on Mar 15 2024?","no","0.00","10","20.00","0","0.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-15T12:01:13.825916Z","Will the **high temp in Miami** be >84° on Mar 14 2024?","no","132.00","0","0.00","132","90.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-15T12:01:05.865553Z","Will the **high temp in Austin** be >83° on Mar 14 2024?","no","110.00","0","0.00","110","90.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-15T12:00:56.825522Z","Will the **high temp in NYC** be 71-72° on Mar 14 2024?","no","88.00","0","0.00","88","90.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-15T12:00:47.846145Z","Will the high temp in Chicago be >62° on Mar 14 2024?","yes","100.00","100","50.00","0","0.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-14T12:01:24.840333Z","Will the **high temp in Miami** be >84° on Mar 13 2024?","no","111.00","0","0.00","111","89.20","","","","","","","","","","","","","","","",""
"Settlement","2024-03-14T12:01:16.825764Z","Will the **high temp in Austin** be <78° on Mar 13 2024?","no","109.00","0","0.00","109","91.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-14T12:01:08.825595Z","Will the **high temp in NYC** be >71° on Mar 13 2024?","no","110.00","0","0.00","110","90.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-14T12:00:59.845996Z","Will the high temp in Chicago be <58° on Mar 13 2024?","no","195.00","0","0.00","195","49.50","","","","","","","","","","","","","","","",""
"Settlement","2024-03-08T13:01:20.560905Z","Will the **high temp in Miami** be <77° on Mar 7 2024?","no","1.00","0","0.00","1","1.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-07T13:01:06.967913Z","Will the **high temp in Miami** be >84° on Mar 6 2024?","no","55.00","0","0.00","55","45.55","","","","","","","","","","","","","","","",""
"Settlement","2024-03-07T13:00:58.95693Z","Will the **high temp in Austin** be 81-82° on Mar 6 2024?","no","10.00","0","0.00","10","90.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-07T13:00:50.962751Z","Will the **high temp in NYC** be >59° on Mar 6 2024?","no","55.00","0","0.00","55","50.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-07T13:00:41.986987Z","Will the high temp in Chicago be 46-47° on Mar 6 2024?","no","0.00","50","10.00","0","0.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-03T13:01:24.831307Z","Will the **high temp in Miami** be 82-83° on Mar 2 2024?","no","5.00","0","0.00","5","70.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-03T13:01:16.811196Z","Will the **high temp in Austin** be 82-83° on Mar 2 2024?","no","0.00","0","0.00","0","0.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-03T13:01:09.83078Z","Will the **high temp in NYC** be 48-49° on Mar 2 2024?","no","0.00","13","70.00","0","0.00","","","","","","","","","","","","","","","",""
"Trade","","Will the **high temp in Austin** be <68° on Mar 27 2024?","","","","","","","","1","32fd0494-fc98-48aa-99d0-d2cf2325296a","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 10:24AM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be 84-85° on Mar 27 2024?","","","","","","","","1","48e3ca38-94ad-45af-8bc7-521e5093b3be","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 10:19AM EDT","Yes","",""
"Trade","","Will the **high temp in Austin** be <68° on Mar 27 2024?","","","","","","","","1","32fd0494-fc98-48aa-99d0-d2cf2325296a","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 10:19AM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be 84-85° on Mar 27 2024?","","","","","","","","1","48e3ca38-94ad-45af-8bc7-521e5093b3be","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 10:14AM EDT","Yes","",""
"Trade","","Will the **high temp in Austin** be <68° on Mar 27 2024?","","","","","","","","1","32fd0494-fc98-48aa-99d0-d2cf2325296a","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 10:14AM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be 84-85° on Mar 27 2024?","","","","","","","","1","48e3ca38-94ad-45af-8bc7-521e5093b3be","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 10:09AM EDT","Yes","",""
"Trade","","Will the **high temp in Austin** be <68° on Mar 27 2024?","","","","","","","","1","32fd0494-fc98-48aa-99d0-d2cf2325296a","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 10:09AM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be 84-85° on Mar 27 2024?","","","","","","","","1","48e3ca38-94ad-45af-8bc7-521e5093b3be","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 10:03AM EDT","Yes","",""
"Trade","","Will the **high temp in Austin** be <68° on Mar 27 2024?","","","","","","","","1","32fd0494-fc98-48aa-99d0-d2cf2325296a","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 10:03AM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be 84-85° on Mar 27 2024?","","","","","","","","1","48e3ca38-94ad-45af-8bc7-521e5093b3be","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 9:56AM EDT","Yes","",""
"Trade","","Will the **high temp in Austin** be <68° on Mar 27 2024?","","","","","","","","1","32fd0494-fc98-48aa-99d0-d2cf2325296a","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 9:55AM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be 84-85° on Mar 27 2024?","","","","","","","","1","48e3ca38-94ad-45af-8bc7-521e5093b3be","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 9:50AM EDT","Yes","",""
"Trade","","Will the **high temp in Austin** be <68° on Mar 27 2024?","","","","","","","","1","32fd0494-fc98-48aa-99d0-d2cf2325296a","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 9:50AM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be 84-85° on Mar 27 2024?","","","","","","","","1","48e3ca38-94ad-45af-8bc7-521e5093b3be","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 9:45AM EDT","Yes","",""
"Trade","","Will the **high temp in Austin** be <68° on Mar 27 2024?","","","","","","","","1","32fd0494-fc98-48aa-99d0-d2cf2325296a","27 Mar 2024","","","","","","","50","0.00","Mar 27, 2024 at 9:45AM EDT","Yes","",""
"Trade","","Will the high temp in Chicago be >59° on Mar 26 2024?","","","","","","","","1","66da4f73-1511-4cc0-b149-53bf016a8270","26 Mar 2024","","","","","","","50","0.00","Mar 26, 2024 at 7:06PM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be >83° on Mar 26 2024?","","","","","","","","10","4c6659cd-2844-4983-82fb-cf1ac400468f","26 Mar 2024","","","","","","","50","0.00","Mar 26, 2024 at 7:02PM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be >83° on Mar 26 2024?","","","","","","","","10","4c6659cd-2844-4983-82fb-cf1ac400468f","26 Mar 2024","","","","","","","50","0.00","Mar 26, 2024 at 7:02PM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be >83° on Mar 26 2024?","","","","","","","","9","4c6659cd-2844-4983-82fb-cf1ac400468f","26 Mar 2024","","","","","","","50","0.00","Mar 26, 2024 at 7:02PM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be <76° on Mar 26 2024?","","","","","","","","10","0284f21b-a27d-460b-80b2-ba3ec9acc745","26 Mar 2024","","","","","","","50","0.00","Mar 26, 2024 at 7:02PM EDT","Yes","",""
"Order","","Will the **high temp in NYC** be 52-53° on Mar 25 2024?","","","","","","","Filled ","","abdac206-977a-48ba-b946-9c40786f0fb9","25 Mar 2024","110","0","0","0","110","0","","","","","",""
"Order","","Will the high temp in Chicago be 44-45° on Mar 22 2024?","","","","","","","Filled ","","96407528-1d07-4e69-a152-c5449ce43708","22 Mar 2024","100","0","0","0","100","0","","","","","",""
"Order","","Will the **high temp in NYC** be 45-46° on Mar 22 2024?","","","","","","","Filled ","","93215dbd-cf4d-4bb3-989a-89046abb754e","22 Mar 2024","105","0","0","0","105","0","","","","","",""
"Order","","Will the **high temp in Miami** be 79-80° on Mar 22 2024?","","","","","","","Filled ","","264ca899-d6b1-4756-9970-3be539ea023f","22 Mar 2024","66","0","0","0","66","0","","","","","",""
"Order","","Will the high temp in Chicago be 42-43° on Mar 22 2024?","","","","","","","Filled ","","643c62c7-6dcc-40ad-b6f7-7feadb07c8e1","22 Mar 2024","289","0","0","0","289","0","","","","","",""
"Order","","Will the **high temp in Austin** be 74-75° on Mar 22 2024?","","","","","","","Filled ","","f3390e77-490c-4cf4-9e00-e577b933a85a","22 Mar 2024","335","0","0","0","335","0","","","","","",""
"Order","","Will the **high temp in Austin** be >75° on Mar 21 2024?","","","","","","","Filled ","","1cf9b88b-3fc4-452a-8bda-20d50a9363c4","21 Mar 2024","100","0","0","0","100","0","","","","","",""
"Order","","Will the **high temp in Miami** be >82° on Mar 21 2024?","","","","","","","Filled ","","7e6b8754-5cd3-4f44-81c8-d8d1ca17ca51","21 Mar 2024","10","0","0","0","10","0","","","","","",""
"Order","","Will the **high temp in NYC** be >47° on Mar 21 2024?","","","","","","","Filled ","","830f027e-0812-4fa8-aa7b-7e11ce701ec8","21 Mar 2024","139","0","0","0","139","0","","","","","",""
"Order","","Will the **high temp in NYC** be >52° on Mar 19 2024?","","","","","","","Filled ","","50be2eea-b115-489f-8285-127c202a0a21","19 Mar 2024","1","0","0","0","1","0","","","","","",""
"Order","","Will the high temp in Chicago be 57-58° on Mar 19 2024?","","","","","","","Filled ","","b9f3dc7b-8956-4758-bc7a-2cf1716de702","19 Mar 2024","82","0","0","0","82","0","","","","","",""
"Order","","Will the **high temp in Miami** be >79° on Mar 19 2024?","","","","","","","Filled ","","fcb98802-35e4-4b28-a780-32c3cd2e91c4","19 Mar 2024","194","0","0","0","194","0","","","","","",""
"Order","","Will the **high temp in Miami** be >84° on Mar 15 2024?","","","","","","","Filled ","","ab66069f-a996-4593-a0a4-ed2044d6a030","14 Mar 2024","10","0","0","0","10","0","","","","","",""
"Order","","Will the high temp in Chicago be 48-49° on Mar 15 2024?","","","","","","","Filled ","","5fda9172-4237-4d1f-8031-2bfc1aa1ef50","14 Mar 2024","10","0","0","0","10","0","","","","","",""
"Order","","Will the **high temp in Austin** be 77-78° on Mar 15 2024?","","","","","","","Filled ","","34be05dc-d0d9-4342-989f-fe15ffbd6620","14 Mar 2024","10","0","0","0","10","0","","","","","",""
"Order","","Will the **high temp in NYC** be >67° on Mar 15 2024?","","","","","","","Filled ","","24ac1931-79ce-4167-a6fe-d9074ce9617f","14 Mar 2024","10","0","0","0","10","0","","","","","",""
"Order","","Will the **high temp in NYC** be 71-72° on Mar 14 2024?","","","","","","","Filled ","","1be86850-4b73-417d-9e0a-70595a4374fe","14 Mar 2024","88","0","0","0","88","0","","","","","",""
"Order","","Will the **high temp in Miami** be >84° on Mar 14 2024?","","","","","","","Filled ","","cbd39427-1b87-4a8d-9580-94fadf4ef3b0","14 Mar 2024","132","0","0","0","132","0","","","","","",""
"Order","","Will the high temp in Chicago be >62° on Mar 14 2024?","","","","","","","Filled ","","94abfdbc-aa11-4773-b543-62457ca3ea55","14 Mar 2024","100","0","0","0","100","0","","","","","",""
"Order","","Will the **high temp in Austin** be >83° on Mar 14 2024?","","","","","","","Filled ","","745de963-1c75-4dd4-a304-2cb24da1f36e","14 Mar 2024","110","0","0","0","110","0","","","","","",""
"Settlement","2024-03-03T13:01:00.830511Z","Will the high temp in Chicago be <56° on Mar 2 2024?","no","14.00","0","0.00","14","87.14","","","","","","","","","","","","","","","",""
"Settlement","2024-03-02T13:01:10.811173Z","Will the **high temp in Miami** be 81-82° on Mar 1 2024?","no","0.00","13","70.00","0","0.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-02T13:01:02.810982Z","Will the **high temp in Austin** be 76-77° on Mar 1 2024?","no","0.00","13","70.00","0","0.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-02T13:00:55.805693Z","Will the **high temp in NYC** be <42° on Mar 1 2024?","no","35.00","0","0.00","35","40.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-02T13:00:46.810536Z","Will the high temp in Chicago be 50-51° on Mar 1 2024?","no","31.00","0","0.00","31","50.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-01T13:01:14.829139Z","Will the **high temp in Miami** be >82° on Feb 29 2024?","no","10.00","0","0.00","10","10.00","","","","","","","","","","","","","","","",""
"Settlement","2024-03-01T13:01:07.829238Z","Will the **high temp in Austin** be <53° on Feb 29 2024?","yes","0.00","0","0.00","154","6.21","","","","","","","","","","","","","","","",""
"Settlement","2024-03-01T13:00:59.828651Z","Will the **high temp in NYC** be >42° on Feb 29 2024?","yes","0.00","0","0.00","40","24.38","","","","","","","","","","","","","","","",""
"Settlement","2024-03-01T13:00:50.829234Z","Will the high temp in Chicago be 41-42° on Feb 29 2024?","no","10.00","0","0.00","10","99.00","","","","","","","","","","","","","","","",""
"Settlement","2024-02-29T13:01:14.83147Z","Will the **high temp in Miami** be <75° on Feb 28 2024?","no","0.00","0","0.00","0","0.00","","","","","","","","","","","","","","","",""
"Settlement","2024-02-29T13:01:06.806551Z","Will the **high temp in Austin** be >66° on Feb 28 2024?","yes","0.00","0","0.00","20","46.00","","","","","","","","","","","","","","","",""
"Settlement","2024-02-29T13:00:57.811335Z","Will the **high temp in NYC** be 57-58° on Feb 28 2024?","no","5.00","0","0.00","5","10.00","","","","","","","","","","","","","","","",""
"Settlement","2024-02-29T13:00:42.811274Z","Will the high temp in Chicago be >31° on Feb 28 2024?","yes","0.00","0","0.00","0","0.00","","","","","","","","","","","","","","","",""
"Settlement","2024-02-28T13:01:15.436914Z","Will the **high temp in Miami** be 78-79° on Feb 27 2024?","yes","0.00","0","0.00","10","10.00","","","","","","","","","","","","","","","",""
"Settlement","2024-02-28T13:01:07.426597Z","Will the **high temp in Austin** be 83-84° on Feb 27 2024?","no","10.00","0","0.00","10","10.00","","","","","","","","","","","","","","","",""
"Settlement","2024-02-28T13:00:59.546552Z","Will the **high temp in NYC** be 58-59° on Feb 27 2024?","no","0.00","10","10.00","0","0.00","","","","","","","","","","","","","","","",""
"Settlement","2024-02-28T13:00:51.431367Z","Will the high temp in Chicago be 71-72° on Feb 27 2024?","no","19.00","0","0.00","19","50.00","","","","","","","","","","","","","","","",""
"Trade","","Will the **high temp in Miami** be <76° on Mar 26 2024?","","","","","","","","10","0284f21b-a27d-460b-80b2-ba3ec9acc745","26 Mar 2024","","","","","","","50","0.00","Mar 26, 2024 at 7:02PM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be <76° on Mar 26 2024?","","","","","","","","10","0284f21b-a27d-460b-80b2-ba3ec9acc745","26 Mar 2024","","","","","","","50","0.00","Mar 26, 2024 at 7:02PM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be <76° on Mar 26 2024?","","","","","","","","10","0284f21b-a27d-460b-80b2-ba3ec9acc745","26 Mar 2024","","","","","","","50","0.00","Mar 26, 2024 at 7:02PM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be <76° on Mar 26 2024?","","","","","","","","10","0284f21b-a27d-460b-80b2-ba3ec9acc745","26 Mar 2024","","","","","","","50","0.00","Mar 26, 2024 at 7:02PM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be <76° on Mar 26 2024?","","","","","","","","10","0284f21b-a27d-460b-80b2-ba3ec9acc745","26 Mar 2024","","","","","","","50","0.00","Mar 26, 2024 at 7:02PM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be <76° on Mar 26 2024?","","","","","","","","10","0284f21b-a27d-460b-80b2-ba3ec9acc745","26 Mar 2024","","","","","","","50","0.00","Mar 26, 2024 at 7:02PM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be <76° on Mar 26 2024?","","","","","","","","10","0284f21b-a27d-460b-80b2-ba3ec9acc745","26 Mar 2024","","","","","","","50","0.00","Mar 26, 2024 at 7:02PM EDT","Yes","",""
"Trade","","Will the **high temp in Miami** be <76° on Mar 26 2024?","","","","","","","","10","0284f21b-a27d-460b-80b2-ba3ec9acc745","26 Mar 2024","","","","","","","50","0.00","Mar 26, 2024 at 7:02PM EDT","Yes","",""
